ddate,open,hgih,low,close
2010/10/25,2232.015,2295.106,2206.865,2294.451
2010/10/26,2300.699,2310.011,2255.13,2272.208
2010/10/27,2259.696,2291.618,2222.101,2225.371
2010/10/28,2216.275,2237.683,2204.523,2224.238
2010/10/29,2226.718,2228.121,2180.86,2189.479
2010/11/1,2198.465,2238.471,2198.465,2238.471
2010/11/2,2248.009,2265.399,2205.946,2231.704
2010/11/3,2232.319,2258.464,2203.318,2226.468
2010/11/4,2230.844,2259.235,2228.05,2254.763
2010/11/5,2298.528,2308.039,2263.273,2279.004
2010/11/8,2287.5,2294.686,2270.251,2289.964
2010/11/9,2290.753,2290.753,2244.084,2257.348
2010/11/10,2242.613,2242.613,2210.298,2226.16
2010/11/11,2227.064,2278.756,2218.574,2252.283
2010/11/12,2234.784,2248.28,2126.782,2130.581
2010/11/15,2135.514,2144.083,2086.191,2126.697
2010/11/16,2120.954,2120.954,2028.593,2032.498
2010/11/17,2004.737,2047.179,2001.385,2013.607
2010/11/18,2032.624,2046.169,2010.351,2037.462
2010/11/19,2048.428,2049.36,1978.693,2039.445
2010/11/22,2015.833,2037.828,2010.073,2019.668
2010/11/23,2009.804,2009.804,1957.081,1981.261
2010/11/24,1972.325,2026.294,1972.325,2014.155
2010/11/25,2024.247,2042.016,1997.901,2041.337
2010/11/26,2034.146,2040.978,2008.597,2018.397
2010/11/29,2008.981,2023.856,1997.329,2011.898
2010/11/30,2010.072,2021.268,1943.392,1979.891
2010/12/1,1975.821,1992.457,1968.317,1984.305
2010/12/2,2016.156,2019.866,1997.234,1998.149
2010/12/3,2003.912,2014.906,1994.916,2008.12
2010/12/6,2016.108,2038.88,2011.266,2032.03
2010/12/7,2023.52,2056.063,2000.195,2046.723
2010/12/8,2040.024,2050.751,2016.06,2018.461
2010/12/9,2007.766,2026.275,1994.447,1996.384
2010/12/10,1988.07,2026.64,1985.176,2021.651
2010/12/13,2027.448,2074.575,2021.808,2074.334
2010/12/14,2078.195,2084.194,2064.182,2069.921
2010/12/15,2070.055,2076.333,2052.268,2054.017
2010/12/16,2053.031,2056.49,2032.807,2036.554
2010/12/17,2036.507,2036.85,2023.89,2032.138
2010/12/20,2039.286,2045.032,1969.98,1999.525
2010/12/21,2004.178,2052.549,1996.784,2049.223
2010/12/22,2051.802,2057.977,2012.641,2021.976
2010/12/23,2018.401,2048.992,2008.046,2017.665
2010/12/24,2003.82,2025.044,1994.431,2013.25
2010/12/27,2028.554,2045.235,1974.277,1977.692
2010/12/28,1969.454,1979.159,1949,1950.329
2010/12/29,1954.472,1960.151,1936.268,1953.334
2010/12/30,1954.089,1957.638,1925.231,1946.515
2010/12/31,1949.261,1978.039,1946.337,1977.366
2011/1/4,1994.362,2021.931,1985.321,2015.112
2011/1/5,1999.184,2011.508,1993.206,1999.219
2011/1/6,1999.749,2010.557,1978.824,1984.278
2011/1/7,1983.235,2035.88,1969.322,2006.374
2011/1/10,2001.395,2019.711,1973.803,1975.744
2011/1/11,1969.487,2004.031,1968.219,1999.764
2011/1/12,2006.05,2021.369,1987.418,2017.149
2011/1/13,2024.705,2026.151,2007.949,2014.167
2011/1/14,2005.309,2006.647,1978.503,1982.623
2011/1/17,1968.953,1978.143,1912.07,1918.422
2011/1/18,1915.761,1929.774,1905.456,1923.695
2011/1/19,1923.54,1954.285,1913.106,1953.352
2011/1/20,1947.806,1947.806,1894.384,1895.004
2011/1/21,1890.756,1959.97,1890.756,1925.838
2011/1/24,1926.39,1937.378,1905.698,1911.754
2011/1/25,1910.225,1921.54,1899.055,1911.306
2011/1/26,1912.345,1929.318,1910.655,1926.036
2011/1/27,1911.103,1954.918,1899.895,1949.372
2011/1/28,1944.396,1952.844,1929.875,1945.141
2011/1/31,1944.739,1965.561,1941.079,1964.106
2011/2/1,1968.713,1972.992,1959.322,1968.687
2011/2/9,1958.247,1976.758,1940.381,1943.001
2011/2/10,1939.716,1977.009,1932.13,1975.98
2011/2/11,1972.445,1982.39,1964.989,1976.473
2011/2/14,1976.279,2053.02,1976.279,2047.694
2011/2/15,2050.021,2070.944,2040.912,2042.644
2011/2/16,2038.4,2051.819,2023.864,2051.488
2011/2/17,2054.884,2065.773,2035.366,2046.975
2011/2/18,2043.68,2047.888,2025.344,2030.318
2011/2/21,2019.559,2046.744,2017.642,2046.085
2011/2/22,2051.813,2053.332,1989.728,1991.013
2011/2/23,1984.118,1998.087,1981.186,1995.679
2011/2/24,1993.884,2008.888,1985.798,2002.832
2011/2/25,2003.398,2019.453,1985.765,2006.66
2011/2/28,2009.085,2023.888,1990.58,2021.849
2011/3/1,2022.72,2048.976,2020.527,2035.365
2011/3/2,2024.225,2050.159,2019.483,2040.892
2011/3/3,2046.296,2083.238,2042.154,2051.649
2011/3/4,2053.008,2083.295,2049.735,2080.143
2011/3/7,2092.317,2127.104,2092.317,2123.28
2011/3/8,2123.75,2135.853,2108.038,2123.781
2011/3/9,2129.698,2139.235,2113.531,2120.211
2011/3/10,2114.485,2114.485,2070.473,2071.724
2011/3/11,2061.773,2075.384,2044.003,2049.113
2011/3/14,2045.669,2056.912,2039.593,2053.52
2011/3/15,2045.417,2045.417,1989.646,2018.389
2011/3/16,2021.204,2053.404,2021.204,2048.93
2011/3/17,2030.703,2047.406,2016.112,2023.047
2011/3/18,2043.246,2048.36,2030.161,2034.485
2011/3/21,2040.1,2051.272,2028.421,2036.231
2011/3/22,2044.488,2059.916,2022.682,2054.753
2011/3/23,2052.497,2077.71,2048.353,2074.808
2011/3/24,2077.841,2080.627,2063.125,2064.165
2011/3/25,2067.456,2105.183,2066.905,2096.286
2011/3/28,2105.093,2126.526,2100.98,2103.043
2011/3/29,2105.207,2130.06,2093.363,2097.564
2011/3/30,2097.945,2113.386,2085.076,2101.44
2011/3/31,2102.696,2109.328,2076.545,2083.748
2011/4/1,2086.98,2126.826,2085.861,2126.451
2011/4/6,2130.077,2180.984,2130.077,2175.778
2011/4/7,2178.563,2185.259,2165.818,2174.401
2011/4/8,2172.262,2187.553,2167.692,2185.316
2011/4/11,2191.931,2212.452,2174.437,2175.964
2011/4/12,2167.72,2182.065,2153.398,2165.833
2011/4/13,2153.927,2199.229,2146.072,2199.229
2011/4/14,2200.397,2209.293,2186.201,2190.147
2011/4/15,2183.453,2214.838,2176.988,2201.086
2011/4/18,2192.29,2214.52,2186.554,2201.371
2011/4/19,2186.18,2186.18,2151.8,2151.957
2011/4/20,2156.083,2162.11,2134.835,2144.274
2011/4/21,2158.218,2173.165,2149.908,2160.699
2011/4/22,2161.22,2169.489,2145.386,2151.669
2011/4/25,2147.588,2149.048,2122.877,2127.462
2011/4/26,2123.059,2134.943,2111.577,2118.326
2011/4/27,2127.472,2138.165,2101.088,2113.012
2011/4/28,2128.134,2150.801,2109.827,2111.489
2011/4/29,2110.782,2116.004,2084.646,2113.871
2011/5/3,2111.228,2117.834,2092.862,2114.417
2011/5/4,2101.63,2103.277,2052.901,2056.699
2011/5/5,2045.498,2056.718,2036.972,2050.069
2011/5/6,2026.885,2053.695,2021.985,2037.748
2011/5/9,2041.352,2051.988,2029.478,2036.764
2011/5/10,2040.692,2058.189,2033.469,2057.666
2011/5/11,2056.735,2062.903,2041.066,2048.342
2011/5/12,2035.241,2044.592,2020.418,2021.283
2011/5/13,2024.376,2043.98,2012.38,2043.259
2011/5/16,2036.317,2047.484,2017.912,2019.536
2011/5/17,2018.302,2049.811,2009.564,2033.78
2011/5/18,2029.257,2059.162,2026.721,2053.637
2011/5/19,2059.656,2065.963,2043.663,2046.113
2011/5/20,2046.068,2059.691,2043.915,2052.544
2011/5/23,2047.774,2047.774,1990.86,1993.067
2011/5/24,1989.834,1999.394,1986.335,1995.273
2011/5/25,1993.101,1997.439,1969.742,1971.097
2011/5/26,1985.567,1990.763,1972.473,1974.328
2011/5/27,1976.646,1993.701,1973.477,1976.693
2011/5/30,1974.535,1993.786,1968.301,1980.74
2011/5/31,1983.159,2011.314,1977.895,2010.564
2011/6/1,2004.997,2007.089,1997.88,2002.659
2011/6/2,1982.851,1991.896,1943.97,1963.052
2011/6/3,1959.036,1978.991,1958.298,1974.951
2011/6/7,1968.172,1986.12,1965.213,1984.446
2011/6/8,1985.06,1985.06,1956.309,1980.672
2011/6/9,1974.112,1977.512,1947.576,1947.875
2011/6/10,1945.105,1953.901,1930.338,1951.031
2011/6/13,1936.055,1950.313,1924.937,1945.72
2011/6/14,1944.232,1977.131,1939.469,1970.099
2011/6/15,1963.978,1971.243,1951.277,1952.076
2011/6/16,1938.992,1942.811,1925.977,1927.047
2011/6/17,1926.445,1935.565,1910.994,1912.379
2011/6/20,1910.285,1915.539,1896.982,1904.8
2011/6/21,1910.501,1925.153,1906.797,1923.816
2011/6/22,1927.106,1932.554,1913.724,1923.562
2011/6/23,1916.967,1956.754,1911.838,1950.874
2011/6/24,1940.088,2009.965,1938.328,1997.298
2011/6/27,1994.991,2007.783,1984.902,1994.583
2011/6/28,1996.226,1998.555,1975.626,1993.723
2011/6/29,1991.473,1992.004,1959.556,1960.771
2011/6/30,1965.056,2003.643,1965.056,1989.433
2011/7/1,1994.088,2002.04,1978.457,1986.03
2011/7/4,1996.255,2035.745,1996.255,2033.855
2011/7/5,2034.812,2040.086,2018.53,2029.623
2011/7/6,2025.397,2025.397,1997.99,2017.172
2011/7/7,2030.038,2038.118,2005.438,2006.141
2011/7/8,2010.516,2026.107,2002.249,2014.733
2011/7/11,2006.067,2015.501,1996.023,2010.689
2011/7/12,1994.937,1994.937,1966.466,1968.076
2011/7/13,1973.076,2003.811,1973.076,1998.413
2011/7/14,2002.463,2012.385,1992.821,2005.752
2011/7/15,1998.585,2014.247,1992.203,2012.032
2011/7/18,2013.463,2014.707,1996.776,2002.826
2011/7/19,1994.376,1997.518,1983.957,1988.297
2011/7/20,1999.838,2002.202,1974.371,1983.668
2011/7/21,1984.752,1989.418,1959.853,1961.302
2011/7/22,1966.118,1974.49,1959.757,1964.828
2011/7/25,1954.315,1955.191,1904.445,1909.813
2011/7/26,1909.334,1919.614,1904.561,1914.154
2011/7/27,1905.038,1920.32,1899.2,1918.787
2011/7/28,1902.932,1906.669,1886.898,1900.219
2011/7/29,1901.947,1926.195,1885.625,1908.213
2011/8/1,1905.904,1919.884,1898.368,1909.952
2011/8/2,1897.201,1897.201,1874.556,1894.323
2011/8/3,1879.822,1901.713,1877.491,1893.003
2011/8/4,1898.45,1911.508,1890.906,1895.43
2011/8/5,1849.905,1863.63,1841.013,1850.143
2011/8/8,1832.662,1848.511,1769.99,1794.431
2011/8/9,1752.738,1810.858,1741.099,1801.822
2011/8/10,1832.091,1837.416,1810.45,1814.667
2011/8/11,1789.962,1843.139,1789.234,1840.289
2011/8/12,1848.127,1849.998,1833.892,1838.159
2011/8/15,1842.125,1872.791,1831.98,1872.389
2011/8/16,1872.997,1886.235,1856.975,1862.892
2011/8/17,1863.168,1873.347,1855.277,1858.303
2011/8/18,1861.287,1863.294,1822.194,1824.857
2011/8/19,1798.806,1811.871,1792.457,1806.283
2011/8/22,1808.061,1820.518,1782.973,1790.136
2011/8/23,1797.195,1821.442,1788.082,1821.192
2011/8/24,1828.042,1832.239,1802.451,1806.79
2011/8/25,1813.092,1878.676,1811.358,1878.479
2011/8/26,1867.319,1879.609,1858.334,1876.334
2011/8/29,1856.744,1856.744,1833.607,1836.877
2011/8/30,1850.99,1871.642,1831.435,1835.072
2011/8/31,1836.976,1847.579,1826.709,1841.539
2011/9/1,1845.465,1859.823,1834.701,1840.371
2011/9/2,1836.205,1841.749,1811.267,1820.676
2011/9/5,1805.885,1805.885,1783.953,1786.465
2011/9/6,1776.81,1789.032,1770.371,1779.518
2011/9/7,1787.093,1816.149,1781.791,1813.864
2011/9/8,1820.113,1820.415,1798.992,1799.784
2011/9/9,1809.512,1827.474,1791.896,1800.934
2011/9/13,1775.216,1787.729,1768.882,1783.181
2011/9/14,1789.873,1792.993,1753.558,1787.115
2011/9/15,1787.093,1799.108,1779.322,1779.684
2011/9/16,1790.308,1798.015,1778.846,1784.934
2011/9/19,1772.293,1772.293,1749.216,1749.705
2011/9/20,1748.198,1766.061,1740.912,1757.641
2011/9/21,1758.735,1814.55,1749.381,1808.37
2011/9/22,1790.698,1797.337,1749.685,1750.611
2011/9/23,1726.315,1748.263,1714.207,1740.322
2011/9/26,1724.034,1743.787,1684.84,1689.931
2011/9/27,1707.996,1721.158,1697.271,1710.987
2011/9/28,1722.611,1725.973,1690.845,1695.837
2011/9/29,1684.822,1703.828,1679.202,1689.538
2011/9/30,1693.463,1702.781,1678.424,1684.497
2011/10/10,1688.411,1693.156,1666.102,1669.348
2011/10/11,1720.147,1726.43,1659.726,1675.42
2011/10/12,1666.804,1739.317,1657.346,1737.358
2011/10/13,1732.072,1751.286,1726.784,1746.935
2011/10/14,1741.886,1749.015,1726.592,1745.214
2011/10/17,1748.079,1770.261,1744.134,1757.056
2011/10/18,1742.094,1746.973,1705.919,1709.283
2011/10/19,1715.15,1729.229,1706.558,1708.946
2011/10/20,1698.779,1702.738,1660.894,1674.027
2011/10/21,1675.782,1691.974,1670.215,1676.097
2011/10/24,1683.71,1732.733,1677.725,1729.033
2011/10/25,1726.155,1758.253,1714.41,1751.677
2011/10/26,1744.35,1784.97,1742.51,1765.63
2011/10/27,1770.376,1779.518,1765,1774.506
2011/10/28,1800.865,1827.02,1796.747,1807.056
2011/10/31,1802.841,1804.653,1783.871,1792.051
2011/11/1,1777.463,1817.009,1774.662,1795.392
2011/11/2,1769.672,1826.504,1767.073,1825.453
2011/11/3,1831.137,1842.768,1817.845,1819.042
2011/11/4,1837.834,1843.95,1823.573,1831.755
2011/11/7,1822.938,1831.179,1807.601,1809.798
2011/11/8,1815.865,1824.778,1806.229,1808.609
2011/11/9,1816.962,1827.775,1799.314,1821.756
2011/11/10,1801.063,1806.331,1781.153,1781.911
2011/11/11,1785.552,1792.467,1773.249,1779.514
2011/11/14,1795.812,1820.176,1792.323,1816.057
2011/11/15,1812.984,1816.786,1801.091,1808.176
2011/11/16,1807.197,1807.782,1746.771,1755.415
2011/11/17,1757.486,1763.615,1746.847,1748.447
2011/11/18,1735.994,1743.972,1716.698,1720.764
2011/11/21,1722.906,1725.425,1706.578,1721.386
2011/11/22,1710.985,1724.398,1705.203,1722.234
2011/11/23,1724.363,1726.665,1697.156,1701.065
2011/11/24,1688.783,1716.053,1685.902,1704.691
2011/11/25,1701.686,1709.078,1686.995,1691.671
2011/11/28,1698.297,1707.17,1689.059,1693.668
2011/11/29,1708.183,1717.554,1699.173,1716.095
2011/11/30,1709.35,1712.696,1657.631,1662.748
2011/12/1,1717.715,1745.928,1708.116,1713.048
2011/12/2,1705.305,1711.497,1692.42,1704.457
2011/12/5,1708.957,1711.912,1688.554,1694.496
2011/12/6,1690.464,1697.606,1681.592,1689.01
2011/12/7,1691.436,1706.947,1687.761,1702.454
2011/12/8,1701.285,1716.267,1684.762,1701.68
2011/12/9,1690.053,1702.817,1687.849,1692.061
2011/12/12,1689.722,1692.534,1677.487,1678.698
2011/12/13,1671.84,1676.697,1643.898,1645.815
2011/12/14,1643.017,1654.884,1633.559,1637.009
2011/12/15,1626.69,1632.754,1598.379,1599.012
2011/12/16,1598.07,1629.971,1594.287,1628.999
2011/12/19,1615.953,1627.465,1584.304,1625.257
2011/12/20,1619.802,1646.732,1617.278,1624.445
2011/12/21,1637.365,1643.844,1602.501,1604.251
2011/12/22,1597.305,1618.704,1584.15,1608.238
2011/12/23,1606.294,1632.54,1602.881,1617.944
2011/12/26,1608.525,1621.935,1600.501,1601.467
2011/12/27,1599.408,1613.956,1589.094,1590.995
2011/12/28,1586.224,1596.695,1571.513,1594.835
2011/12/29,1588.037,1604.198,1586.144,1596.587
2011/12/30,1602.316,1620.395,1602.316,1617.613
2012/1/4,1628.168,1631.255,1594.421,1595.12
2012/1/5,1591.237,1622.837,1590.537,1596.593
2012/1/6,1595.731,1609.207,1588.598,1608.358
2012/1/9,1608.491,1659.582,1598.39,1659.054
2012/1/10,1658.198,1707.597,1655.304,1704.744
2012/1/11,1703.654,1709.887,1686.644,1694.264
2012/1/12,1690.392,1717.802,1688.18,1701.452
2012/1/13,1703.386,1710.489,1671.291,1685.913
2012/1/16,1676.143,1689.839,1661.381,1661.994
2012/1/17,1664.485,1736.958,1649.039,1736.606
2012/1/18,1736.289,1750.109,1709.786,1714.699
2012/1/19,1717.14,1757.249,1713.95,1750.521
2012/1/20,1756.779,1779,1748.665,1775.091
2012/1/30,1778.135,1778.135,1742.278,1742.818
2012/1/31,1744.216,1754.766,1734.046,1744.708
2012/2/1,1739.638,1751.558,1709.536,1713.684
2012/2/2,1719.999,1761.941,1714.246,1761.941
2012/2/3,1756.147,1780.222,1750.365,1772.192
2012/2/6,1775.436,1781.888,1753.434,1764.818
2012/2/7,1753.384,1756.304,1721.852,1732.024
2012/2/8,1731.99,1786.198,1729.543,1782.059
2012/2/9,1781.154,1789.078,1771.086,1778.097
2012/2/10,1772.188,1800.034,1770.805,1778.317
2012/2/13,1757.02,1786.477,1751.066,1768.539
2012/2/14,1765.87,1767.768,1747.83,1758.984
2012/2/15,1753.784,1784.237,1751.112,1773.169
2012/2/16,1770.399,1776.924,1751.357,1761.877
2012/2/17,1774.189,1778.627,1756.953,1765.652
2012/2/20,1790.39,1792.506,1768.063,1769.412
2012/2/21,1772.247,1780.559,1756.41,1779.94
2012/2/22,1781.982,1798.007,1772.428,1795.26
